id	happy	year	age	sex	marital	degree	finrela	health	wtssall
377.0	pretty happy	1972.0	24.0	male	married	high school	average	good	0.8893
378.0	very happy	1972.0	66.0	male	married	lt high school	average	good	0.8893
379.0	not too happy	1972.0	29.0	female	married	high school	below average	good	0.8893
380.0	not too happy	1972.0	57.0	female	married	lt high school	average	good	2.2232
381.0	very happy	1972.0	58.0	male	married	lt high school	average	excellent	0.8893
382.0	pretty happy	1972.0	77.0	male	widowed	lt high school	below average	fair	0.4446
383.0	very happy	1972.0	30.0	female	married	graduate	average	excellent	0.8893
384.0	pretty happy	1972.0	56.0	female	widowed	high school	below average	good	0.4446
385.0	pretty happy	1972.0	49.0	female	married	high school	average	good	0.8893
386.0	pretty happy	1972.0	52.0	female	married	lt high school	average	good	1.3339
387.0	pretty happy	1972.0	40.0	male	married	lt high school	average	excellent	1.7786
388.0	pretty happy	1972.0	48.0	male	married	high school	above average	good	2.2232
389.0	pretty happy	1972.0	47.0	female	married	lt high school	far above average	fair	1.3339
390.0	very happy	1972.0	31.0	male	married	high school	above average	excellent	0.8893
391.0	pretty happy	1972.0	21.0	male	never married	high school	average	good	1.3339
392.0	not too happy	1972.0	84.0	female	widowed	lt high school	below average	poor	0.4446
393.0	pretty happy	1972.0	61.0	female	widowed	lt high school	below average	fair	0.8893
394.0	pretty happy	1972.0	46.0	female	separated	high school	average	good	0.4446
395.0	not too happy	1972.0	39.0	female	separated	bachelor	below average	good	1.3339
396.0	pretty happy	1972.0	64.0	female	divorced	lt high school	below average	good	0.8893
397.0	pretty happy	1972.0	77.0	male	married	lt high school	below average	poor	0.8893
398.0	pretty happy	1972.0	25.0	male	never married	high school	above average	excellent	1.7786
399.0	pretty happy	1972.0	53.0	male	separated	lt high school	below average	good	0.4446
400.0	pretty happy	1972.0	52.0	male	married	lt high school	average	good	0.8893
401.0	pretty happy	1972.0	71.0	male	never married	lt high school	below average	fair	0.4446
402.0	very happy	1972.0	52.0	male	married	lt high school	average	good	1.3339
403.0	very happy	1972.0	57.0	male	married	lt high school	far below average	good	0.8893
404.0	very happy	1972.0	69.0	female	married	lt high school	average	good	0.8893
405.0	pretty happy	1972.0	74.0	female	married	lt high school	far above average	fair	0.8893
406.0	pretty happy	1972.0	58.0	female	married	high school	average	fair	0.8893
407.0	very happy	1972.0	23.0	female	married	high school	average	good	0.8893
408.0	very happy	1972.0	61.0	female	married	lt high school	far below average	fair	0.8893
409.0	pretty happy	1972.0	60.0	female	widowed	lt high school	below average	fair	0.8893
410.0	pretty happy	1972.0	36.0	female	married	lt high school	average	good	0.8893
411.0	pretty happy	1972.0	58.0	male	married	graduate	average	good	0.8893
412.0	pretty happy	1972.0	28.0	male	married	lt high school	below average	good	0.8893
413.0	not too happy	1972.0	29.0	male	married	lt high school	below average	good	0.8893
414.0	very happy	1972.0	25.0	male	married	lt high school	average	good	0.8893
415.0	pretty happy	1972.0	57.0	male	never married	high school	above average	fair	1.3339
416.0	very happy	1972.0	26.0	female	married	high school	average	excellent	1.7786
417.0	pretty happy	1972.0	55.0	male	married	lt high school	average	good	1.3339
418.0	very happy	1972.0	29.0	female	never married	bachelor	average	good	0.4446
419.0	very happy	1972.0	68.0	female	married	lt high school	below average	good	1.3339
420.0	very happy	1972.0	18.0	female	never married	high school	average	good	0.8893
421.0	pretty happy	1972.0	49.0	male	married	lt high school	average	good	1.3339
422.0	very happy	1972.0	64.0	male	married	high school	average	fair	0.8893
423.0	pretty happy	1972.0	38.0	male	married	high school	average	good	0.8893
424.0	pretty happy	1972.0	30.0	male	married	lt high school	average	excellent	0.8893
425.0	pretty happy	1972.0	56.0	female	widowed	lt high school	below average	fair	1.3339
426.0	pretty happy	1972.0	20.0	female	married	high school	average	fair	1.3339
427.0	pretty happy	1972.0	19.0	male	never married	high school	average	good	1.3339
428.0	very happy	1972.0	50.0	female	married	lt high school	average	fair	0.8893
429.0	very happy	1972.0	38.0	male	married	high school	average	good	0.8893
430.0	pretty happy	1972.0	64.0	female	married	high school	far below average	good	0.8893
431.0	not too happy	1972.0	74.0	female	married	lt high school	below average	fair	0.8893
432.0	pretty happy	1972.0	75.0	female	widowed	high school	average	good	0.4446
433.0	not too happy	1972.0	22.0	male	never married	high school	above average	fair	1.3339
434.0		1972.0	75.0	male	widowed	lt high school		fair	0.4446
435.0	pretty happy	1972.0	23.0	female	never married	bachelor	average	good	0.4446
436.0	pretty happy	1972.0	79.0	female	widowed	high school	average	fair	0.4446
437.0	pretty happy	1972.0	60.0	male	married	lt high school	average	good	0.8893
438.0	pretty happy	1972.0	26.0	male	married	high school	average	good	1.3339
439.0	very happy	1972.0	63.0	male	married	high school	below average	fair	0.8893
440.0	pretty happy	1972.0	63.0	female	married	lt high school	average	good	0.8893
441.0	very happy	1972.0	34.0	female	married	high school	average	excellent	0.8893
442.0	very happy	1972.0	33.0	male	married	lt high school	below average	fair	1.3339
443.0	pretty happy	1972.0	53.0	male	married	high school	far above average	good	0.8893
444.0	very happy	1972.0	78.0	male	married	high school	above average	excellent	0.8893
445.0	pretty happy	1972.0	22.0	female	married	lt high school	average	fair	0.8893
446.0	pretty happy	1972.0	32.0	male	never married	lt high school	average	excellent	1.3339
447.0	pretty happy	1972.0	27.0	male	never married	high school	above average	good	1.3339
448.0	pretty happy	1972.0	35.0	female	married	high school	average	good	0.8893
449.0	pretty happy	1972.0	39.0	female	married	high school	average	good	0.8893
450.0	pretty happy	1972.0	24.0	female	married	junior college	average	good	0.8893
451.0	pretty happy	1972.0	22.0	female	never married	high school	average	excellent	1.7786
452.0	pretty happy	1972.0	28.0	male	married	high school	average	good	0.8893
453.0	pretty happy	1972.0	57.0	male	married	high school	average	fair	1.3339
454.0	very happy	1972.0	48.0	male	married	high school	average	excellent	0.8893
455.0	pretty happy	1972.0	26.0	male	married	high school	below average	good	1.7786
456.0	pretty happy	1972.0	50.0	female	widowed	lt high school	average	good	0.4446
457.0	pretty happy	1972.0	32.0	female	married	high school	below average	good	0.8893
458.0	not too happy	1972.0	56.0	female	married	lt high school	average	poor	1.3339
459.0	pretty happy	1972.0	26.0	male	never married	high school	average	excellent	1.3339
460.0	pretty happy	1972.0	30.0	female	married	high school	far below average	excellent	0.8893
461.0	not too happy	1972.0	83.0	male	widowed	lt high school	average	good	0.4446
462.0	pretty happy	1972.0	26.0	female	divorced	high school	below average	poor	0.4446
463.0	pretty happy	1972.0	20.0	male	never married	lt high school	below average	excellent	1.7786
464.0	very happy	1972.0	41.0	male	married	lt high school	far below average	excellent	0.8893
465.0	not too happy	1972.0	56.0	female	married	lt high school	average	poor	0.8893
466.0	pretty happy	1972.0	83.0	female	married	lt high school	average	poor	1.3339
467.0	very happy	1972.0	27.0	female	married	lt high school	below average	fair	1.3339
468.0	not too happy	1972.0	21.0	female	married	lt high school	below average	fair	0.8893
469.0	very happy	1972.0	19.0	male	never married	high school	average	excellent	1.3339
470.0	very happy	1972.0	41.0	male	married	high school	average	fair	0.8893
471.0	very happy	1972.0	35.0	male	married	high school	average	good	0.8893
472.0	pretty happy	1972.0	57.0	female	married	lt high school	average	good	0.8893
473.0	pretty happy	1972.0	42.0	female	married	high school	average	good	1.3339
474.0	very happy	1972.0	54.0	female	married	lt high school	average	good	0.8893
475.0	pretty happy	1972.0	24.0	female	married	high school	average	good	0.8893
476.0	very happy	1972.0	62.0	male	married	lt high school	far below average	good	1.3339
477.0	pretty happy	1972.0	39.0	male	married	lt high school	average	fair	0.8893
478.0	very happy	1972.0	24.0	male	married		average	excellent	0.8893
479.0	very happy	1972.0	66.0	female	never married	high school	average	good	0.8893
480.0	pretty happy	1972.0	55.0	male	married	high school	average	good	1.3339
481.0	pretty happy	1972.0	25.0	male	never married	high school	average	good	1.7786
482.0	pretty happy	1972.0	61.0	female	widowed	high school	average	good	0.4446
483.0	very happy	1972.0	62.0	female	widowed	lt high school	below average	fair	0.4446
484.0	very happy	1972.0	29.0	male	married	graduate	average	good	0.8893
485.0	pretty happy	1972.0	27.0	male	married	bachelor	below average	excellent	0.8893
486.0	pretty happy	1972.0	44.0	female	married	high school	average	good	0.8893
487.0	very happy	1972.0	44.0	male	married	high school	average	excellent	0.8893
488.0	not too happy	1972.0	34.0	female	married	high school	average	good	0.8893
489.0	very happy	1972.0	23.0	male	married	lt high school	average	excellent	0.8893
490.0	pretty happy	1972.0	58.0	female	widowed	high school	average	good	1.3339
491.0	very happy	1972.0	24.0	male	never married	bachelor	average	excellent	1.3339
492.0	very happy	1972.0	34.0	female	married	lt high school	average	good	0.8893
493.0	very happy	1972.0	42.0	female	married	high school	average	fair	0.8893
494.0	very happy	1972.0	32.0	female	married	high school	below average	excellent	0.8893
495.0	pretty happy	1972.0	52.0	male	married	lt high school	below average	poor	0.8893
496.0	pretty happy	1972.0	22.0	female	never married	high school	average	good	1.3339
497.0	not too happy	1972.0	35.0	female	married	lt high school	below average	excellent	0.8893
498.0	not too happy	1972.0	45.0	male	married	high school	average	fair	1.3339
499.0	very happy	1972.0	30.0	female	married	lt high school	far below average	good	0.8893
500.0	very happy	1972.0	35.0	female	married	lt high school	far below average	poor	0.8893
501.0	very happy	1972.0	36.0	male	married	lt high school	above average	excellent	0.8893
502.0	very happy	1972.0	57.0	male	married	lt high school	below average	fair	1.3339
503.0	pretty happy	1972.0	28.0	male	separated	bachelor	above average	good	0.4446
504.0	very happy	1972.0	42.0	female	married	bachelor	average	good	0.8893
505.0	pretty happy	1972.0	23.0	female	married	high school	below average	excellent	0.8893
506.0	not too happy	1972.0	53.0	female	married	high school	average	good	0.8893
507.0	very happy	1972.0	22.0	male	married	high school	far above average	excellent	0.8893
508.0	pretty happy	1972.0	60.0	male	married	high school	average	fair	0.8893
509.0	very happy	1972.0	56.0	male	married	high school	above average	excellent	0.8893
510.0	pretty happy	1972.0	24.0	male	never married	high school	average	good	1.3339
511.0	pretty happy	1972.0	26.0	male	married	high school	average	excellent	0.8893
512.0	not too happy	1972.0	55.0	female	married	high school	below average	good	0.8893
513.0	very happy	1972.0	20.0	female	never married	high school	average	excellent	0.8893
514.0	very happy	1972.0	30.0	male	married	high school	average	good	1.7786
515.0	pretty happy	1972.0	26.0	female	married	high school	average	good	0.8893
516.0	pretty happy	1972.0	36.0	female	married	high school	below average	good	0.8893
517.0	pretty happy	1972.0	42.0	female	married	lt high school	above average	good	0.8893
518.0	pretty happy	1972.0	28.0	male	married	bachelor	average	good	0.8893
519.0	very happy	1972.0	54.0	male	married	high school	above average	excellent	0.8893
520.0	very happy	1972.0	49.0	male	married	high school	above average	fair	0.8893
521.0	very happy	1972.0	30.0	female	married	high school	average	excellent	0.8893
522.0	very happy	1972.0	40.0	female	married	bachelor		good	0.8893
523.0	very happy	1972.0	55.0	male	married	high school	below average	good	0.8893
524.0	not too happy	1972.0	74.0	male	widowed	lt high school	below average	poor	0.4446
525.0	not too happy	1972.0	48.0	male	married	lt high school	average	good	1.3339
526.0	pretty happy	1972.0	63.0	female	widowed	high school	average	fair	0.4446
527.0	very happy	1972.0	72.0	male	widowed	lt high school	below average	fair	0.4446
528.0	pretty happy	1972.0	30.0	female	married	lt high school	above average	excellent	0.8893
529.0	pretty happy	1972.0	78.0	female	married	lt high school	average	fair	1.3339
530.0	very happy	1972.0	44.0	female	married	lt high school	average	good	0.8893
531.0	pretty happy	1972.0	48.0	male	married	high school	average	good	0.8893
532.0	not too happy	1972.0	29.0	female	married	high school	average	excellent	0.8893
533.0	pretty happy	1972.0	21.0	male	never married	high school	average	excellent	1.3339
534.0	very happy	1972.0	20.0	female	never married	high school	above average	excellent	1.3339
535.0	not too happy	1972.0	52.0	female	married	high school	below average	poor	0.8893
536.0	pretty happy	1972.0	40.0	male	married	high school	above average	good	0.8893
537.0	not too happy	1972.0	42.0	male	married	bachelor	above average	good	0.8893
538.0	pretty happy	1972.0	54.0	male	married	high school	above average	good	0.8893
539.0	pretty happy	1972.0	43.0	female	married	high school	average	excellent	0.8893
540.0	very happy	1972.0	25.0	male	married	high school	average	excellent	0.8893
541.0	not too happy	1972.0	28.0	female	married	high school	below average	good	0.8893
542.0	pretty happy	1972.0	43.0	female	separated	high school	below average	good	0.8893
543.0	very happy	1972.0	45.0	male	married	lt high school	average	fair	0.8893
544.0	pretty happy	1972.0	48.0	female	married	high school	average	good	1.3339
545.0	pretty happy	1972.0	36.0	female	married	high school	average	fair	0.8893
546.0	pretty happy	1972.0	28.0	male	married	high school	average	good	0.8893
547.0	very happy	1972.0	27.0	male	married	high school	average	good	0.8893
